"subject","version","assignmentId","gender","bonus","instructions_time","total_time","comments","timestamp","id"
"A3EJ1M6L3HGI81","sp_v2_p","3QAPZX2QN4EET9CR1XNV20JBCH920N","Female","87","52552","327938","try and get the other person to not make me lose points","2017-05-30 00:05:23","226"
"A3TTY62F3MXIK0","sp_v2_p","36W0OB37HWFFAKLZOC3UV3SZJ79ZHT","Female","60","62913","353602","Try not to lose points by always choosing o for both, but clearly that didn't work.","2017-05-30 00:05:44","229"
"A2Z6NL0CTXY0ZB","sp_v2_p","3WRFBPLXRAP6ZN0H633YWMKGQOJN3T","Female","108","89282","354510","My strategy was to not lose points.","2017-05-30 00:05:51","230"
"A11WCFPJSR5VZP","sp_v2_p","3QIYRE09Y3IAPKM2JZPF8T5JS45N11","Female","85","87769","369170",,"2017-05-30 00:05:59","232"
"A1O1FEM012YZLV","sp_v2_p","3UOUJI6MTDFVABR4NTM8HX1E5FDUXS","Female","93","48079","295812","My strategy was just to save! Do unto others...","2017-05-30 00:06:01","233"
"A27BUT19WQ6P1O","sp_v2_p","39GAF6DQWR1NXPVBLQB6IAZWE77V1Q","Male","60","57034","276474","I tried to respond in kind to whatever my partner did.","2017-05-30 00:06:15","236"
"A256CNCYJ4PUH9","sp_v2_p","3MD9PLUKKIF7KG7ARAY70NPV5JIZN2","Female","96","92627","370137","I didn't want to take away from another person so I didn't, except when the first person took a round away from me. Otherwise, I would rather split it evenly. ","2017-05-30 00:06:20","237"
"AHEY8IUUKIYSR","sp_v2_p","3ON104KXQKXH4DSZYIZ42APDX0K4WN","Male","72","89198","357871","GIVE","2017-05-30 00:06:28","240"
"A1CUU0MMWA2E4B","sp_v2_p","3VW04L3ZLT7NRFLZSYXV140IZXUXXN","Female","115","91632","332734","none","2017-05-30 00:06:38","242"
"A1BQCCSQDNCZUD","sp_v2_p","3X87C8JFV6CVM1YOCAWG8ONXNF5SQD","Female","107","59982","330915","I didn't really have a strategy, just wanted to see how many times I could press my luck.","2017-05-30 00:06:40","244"
"A33QI63NVR8CUO","sp_v2_p","30ZX6P7VF8WLVFDDN5X1K5Y7BQF2JU","Female","88","34908","251862",,"2017-05-30 00:06:48","245"
"AW0MG225VXWCN","sp_v2_p","3V26SBZTBDF115LTUY91VAW4FXQZZJ","Male","100","53736","295428","I decided to play fair and not take away points from my partner.","2017-05-30 00:06:49","246"
"A2MSN2JWJXQMV8","sp_v2_p","3V5Q80FXIXSAA1BOKK5E4YHIFTT23I","Female","90","87618","363812","To be equal and fair unless they decided to take too many points then it was tit for tat.","2017-05-30 00:06:52","248"
"A16LZUEQ6JGHWA","sp_v2_p","3PW9OPU9PQLE0YX9XGRVG52LH9F21Q","Male","61","67593","366542","I wanted to be fair for all partners. If I didn't lose points there were zero reasons they should. Once I met someone who only cared about themselves I wanted to even the field.","2017-05-30 00:06:54","249"
"A2VN3OJKI3R6HE","sp_v2_p","3U8YCDAGXPHVLSEC38DWYIHESNMQ0O","Male","96","87368","409685","No. Tried to minimize loss of bonus due to retaliation.","2017-05-30 00:06:55","250"
"A1BUBB41AO8TZ9","sp_v2_p","3PEIJLRY6TU82FG9IT19ZLMBQVOXWU","Female","61","61809","388619","The only strategy I had was if everyone plays nice I won't try to get ahead but if they try to do  something not fair I will respond in kind.","2017-05-30 00:06:59","252"
"A23JA6ICO4BPQ5","sp_v2_p","3URFVVM165JKF6RJOBATEIHPDFBUZP","Male","96","43112","350045","I wanted to maximize value for both players, but punish if someone tried to be unfair.","2017-05-30 00:07:09","255"
"A3T9OPOX78GYUI","sp_v2_p","33LK57MYLT640TZFZ6FTZHZ1SIQZSE","Male","98","80103","343033","Changed it up once in awhile to see what the my partner would do. But mostly once he/she gave me a -4 in role y, I deviated to option b from than forward.","2017-05-30 00:07:12","257"
"ALVNMQMD3Q3ZE","sp_v2_p","3NS0A6KXC491AOQO46LCA3GY47WZGU","Male","83","67882","407314","No Comment","2017-05-30 00:07:16","258"
