"subject","version","assignmentId","gender","bonus","instructions_time","total_time","comments","timestamp","id"
"A2YRYS17DU3A8R","sp_v2_c","3A4TN5196KJ22RAPWYJMK5REAPNCH7","Female","66","107147","360186","I picked the option that gave me the most.","2017-05-30 00:05:08","223"
"A2LRYEBPK0K8K2","sp_v2_c","3COPXFW7XBDCY6K17O8PHX6D1P6KPX","Male","68","52273","358212","None. I opted to be generous.","2017-05-30 00:05:19","224"
"A2OSXVGQUR6IL6","sp_v2_c","3IUZPWIU1O82IFH2JAMK9RE9UM9KWS","Male","64","65872","361321","To eventually get us to 0-0 points given and taken. Some got it, others didnt","2017-05-30 00:05:28","227"
"AROEBUDI2L9G9","sp_v2_c","3LEIZ60CDJ0MVE3GQ0F2IMUB0U1Z93","Female","86","79786","405131","I tried to make the most money that I could.","2017-05-30 00:05:57","231"
"A3GTIIFSMHAKRZ","sp_v2_c","392CY0QWG1SZ3I8U91VP1JG5IPM4IG","Male","80","44376","400681","I chose the options that would least impact my overall earnings with consideration for my partner as well. While I could punish the player choosing to penalize me to reward himself, to negate his gain would just reduce my earnings further.","2017-05-30 00:06:04","235"
" A2SNOG31ZZHXBS
","sp_v2_c","3QL2OFSM96JUCNW0ZWEZPPOAW1WCNG","Female","74","48075","405786","Trying to figure out how I would always have a higher score than the other person, even if I have to have points reducted/reduced","2017-05-30 00:06:22","238"
"A24J2M0AOAKFZH","sp_v2_c","3VD82FOHKQPCU8WC0BEC4EOFMB1COV","Female","84","95416","410671",,"2017-05-30 00:06:25","239"
"A3KKXA7COL5JHL","sp_v2_c","33PPUNGG386SZEZ2KHFO97U56G7RZI","Male","78","48128","364257","My strategy was to minimize my losses. Even if someone takes from me it's better not to punish them because I end up loosing even more.","2017-05-30 00:07:01","253"
"A3F6SDO4GYBE4Y","sp_v2_c","3U84XHCDICELY8X495JB1EJVE2NZ47","Female","64","38081","342201","I tried to get the most for me but I don't think that was even possible.","2017-05-30 00:07:41","263"
"A18T67NDI2JK5Y","sp_v2_c","3RU7GD8VPOUAMPX9CXHR8JXNIJJPSJ","Male","51","92267","529355","I was trying to lose as few points as possible. I tried not to take away points unless it appeared to be the only way to stop the process.","2017-05-30 00:08:18","275"
"A28RR7H7BMA8IW","sp_v2_c","30H4UDGLT2J7OUK4S0L5WAYHQU1MP4","Male","60","113716","476297","My strategy was to not lose points unless someone made me lose them.","2017-05-30 00:08:27","280"
"A18QT7CR516RCY","sp_v2_c","39GHHAVOMFSVYTS0RJGPDKV5V4B4JS","Female","73","80282","487888","This was different from similar studies in that I had the chance to punish my partner for messing with me. I'm hurting myself, too, but he keeps cutting my points, so there's no reason to play nice.","2017-05-30 00:08:38","283"
